photo_id,sol,camera_id,camera_name,camera_full_name,img_src,earth_date,rover_id,rover_name,rover_landing_date,rover_launch_date,rover_status
1314779,1490,38,NAVCAM_LEFT,Navigation Camera - Left,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01490/ids/edr/browse/ncam/NLF_1490_0799222655_050ECM_N0730000NCAM00709_09_095J01_1200.jpg,2025-04-28,8,Perseverance,2021-02-18,2020-07-30,active
1314784,1490,38,NAVCAM_LEFT,Navigation Camera - Left,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01490/ids/edr/browse/ncam/NLF_1490_0799222655_050ECM_N0730000NCAM00709_07_095J01_1200.jpg,2025-04-28,8,Perseverance,2021-02-18,2020-07-30,active
1314785,1490,38,NAVCAM_LEFT,Navigation Camera - Left,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01490/ids/edr/browse/ncam/NLF_1490_0799222655_050ECM_N0730000NCAM00709_08_095J01_1200.jpg,2025-04-28,8,Perseverance,2021-02-18,2020-07-30,active
1314790,1490,38,NAVCAM_LEFT,Navigation Camera - Left,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01490/ids/edr/browse/ncam/NLF_1490_0799222655_050ECM_N0730000NCAM00709_05_095J01_1200.jpg,2025-04-28,8,Perseverance,2021-02-18,2020-07-30,active
1314799,1490,38,NAVCAM_LEFT,Navigation Camera - Left,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01490/ids/edr/browse/ncam/NLF_1490_0799222655_050ECM_N0730000NCAM00709_01_095J01_1200.jpg,2025-04-28,8,Perseverance,2021-02-18,2020-07-30,active
1314800,1490,38,NAVCAM_LEFT,Navigation Camera - Left,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01490/ids/edr/browse/ncam/NLF_1490_0799222655_050ECM_N0730000NCAM00709_02_095J01_1200.jpg,2025-04-28,8,Perseverance,2021-02-18,2020-07-30,active
1314801,1490,38,NAVCAM_LEFT,Navigation Camera - Left,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01490/ids/edr/browse/ncam/NLF_1490_0799222655_050ECM_N0730000NCAM00709_03_095J01_1200.jpg,2025-04-28,8,Perseverance,2021-02-18,2020-07-30,active
1314802,1490,38,NAVCAM_LEFT,Navigation Camera - Left,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01490/ids/edr/browse/ncam/NLF_1490_0799222655_050ECM_N0730000NCAM00709_04_095J01_1200.jpg,2025-04-28,8,Perseverance,2021-02-18,2020-07-30,active
1314803,1490,38,NAVCAM_LEFT,Navigation Camera - Left,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01490/ids/edr/browse/ncam/NLF_1490_0799222655_050ECM_N0730000NCAM00709_06_095J01_1200.jpg,2025-04-28,8,Perseverance,2021-02-18,2020-07-30,active
1314778,1490,39,NAVCAM_RIGHT,Navigation Camera - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01490/ids/edr/browse/ncam/NRF_1490_0799222655_050ECM_N0730000NCAM00709_07_095J01_1200.jpg,2025-04-28,8,Perseverance,2021-02-18,2020-07-30,active
1314780,1490,39,NAVCAM_RIGHT,Navigation Camera - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01490/ids/edr/browse/ncam/NRF_1490_0799222655_050ECM_N0730000NCAM00709_08_095J01_1200.jpg,2025-04-28,8,Perseverance,2021-02-18,2020-07-30,active
1314781,1490,39,NAVCAM_RIGHT,Navigation Camera - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01490/ids/edr/browse/ncam/NRF_1490_0799222655_050ECM_N0730000NCAM00709_09_095J01_1200.jpg,2025-04-28,8,Perseverance,2021-02-18,2020-07-30,active
1314791,1490,39,NAVCAM_RIGHT,Navigation Camera - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01490/ids/edr/browse/ncam/NRF_1490_0799222655_050ECM_N0730000NCAM00709_05_095J01_1200.jpg,2025-04-28,8,Perseverance,2021-02-18,2020-07-30,active
1314792,1490,39,NAVCAM_RIGHT,Navigation Camera - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01490/ids/edr/browse/ncam/NRF_1490_0799222655_050ECM_N0730000NCAM00709_06_095J01_1200.jpg,2025-04-28,8,Perseverance,2021-02-18,2020-07-30,active
1314804,1490,39,NAVCAM_RIGHT,Navigation Camera - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01490/ids/edr/browse/ncam/NRF_1490_0799222655_050ECM_N0730000NCAM00709_01_095J01_1200.jpg,2025-04-28,8,Perseverance,2021-02-18,2020-07-30,active
1314805,1490,39,NAVCAM_RIGHT,Navigation Camera - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01490/ids/edr/browse/ncam/NRF_1490_0799222655_050ECM_N0730000NCAM00709_02_095J01_1200.jpg,2025-04-28,8,Perseverance,2021-02-18,2020-07-30,active
1314806,1490,39,NAVCAM_RIGHT,Navigation Camera - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01490/ids/edr/browse/ncam/NRF_1490_0799222655_050ECM_N0730000NCAM00709_03_095J01_1200.jpg,2025-04-28,8,Perseverance,2021-02-18,2020-07-30,active
1314807,1490,39,NAVCAM_RIGHT,Navigation Camera - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01490/ids/edr/browse/ncam/NRF_1490_0799222655_050ECM_N0730000NCAM00709_04_095J01_1200.jpg,2025-04-28,8,Perseverance,2021-02-18,2020-07-30,active
1314607,1490,40,MCZ_RIGHT,Mast Camera Zoom - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01490/ids/edr/browse/zcam/ZR1_1490_0799214155_723EBY_N0730000ZCAM04125_0790LMJ01_1200.jpg,2025-04-28,8,Perseverance,2021-02-18,2020-07-30,active
1314610,1490,40,MCZ_RIGHT,Mast Camera Zoom - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01490/ids/edr/browse/zcam/ZR0_1490_0799221088_525EBY_N0730000ZCAM05068_1100LMJ01_1200.jpg,2025-04-28,8,Perseverance,2021-02-18,2020-07-30,active
1314611,1490,40,MCZ_RIGHT,Mast Camera Zoom - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01490/ids/edr/browse/zcam/ZR4_1490_0799214037_724EBY_N0730000ZCAM04125_0790LMJ01_1200.jpg,2025-04-28,8,Perseverance,2021-02-18,2020-07-30,active
1314612,1490,40,MCZ_RIGHT,Mast Camera Zoom - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01490/ids/edr/browse/zcam/ZR5_1490_0799214043_724EBY_N0730000ZCAM04125_0790LMJ01_1200.jpg,2025-04-28,8,Perseverance,2021-02-18,2020-07-30,active
1314616,1490,40,MCZ_RIGHT,Mast Camera Zoom - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01490/ids/edr/browse/zcam/ZR0_1490_0799213989_724EBY_N0730000ZCAM04125_0790LMJ01_1200.jpg,2025-04-28,8,Perseverance,2021-02-18,2020-07-30,active
1314617,1490,40,MCZ_RIGHT,Mast Camera Zoom - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01490/ids/edr/browse/zcam/ZR2_1490_0799214026_723EBY_N0730000ZCAM04125_0790LMJ01_1200.jpg,2025-04-28,8,Perseverance,2021-02-18,2020-07-30,active
1314618,1490,40,MCZ_RIGHT,Mast Camera Zoom - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01490/ids/edr/browse/zcam/ZR3_1490_0799214031_723EBY_N0730000ZCAM04125_0790LMJ01_1200.jpg,2025-04-28,8,Perseverance,2021-02-18,2020-07-30,active
