photo_id,sol,camera_id,camera_name,camera_full_name,img_src,earth_date,rover_id,rover_name,rover_landing_date,rover_launch_date,rover_status
1314852,1491,38,NAVCAM_LEFT,Navigation Camera - Left,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01491/ids/edr/browse/ncam/NLG_1491_0799295310_612ECM_N0730000NCAM00500_00_2I4J01_1200.jpg,2025-04-29,8,Perseverance,2021-02-18,2020-07-30,active
1314853,1491,38,NAVCAM_LEFT,Navigation Camera - Left,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01491/ids/edr/browse/ncam/NLG_1491_0799295305_972ECM_N0730000NCAM00500_00_2I4J01_1200.jpg,2025-04-29,8,Perseverance,2021-02-18,2020-07-30,active
1314854,1491,38,NAVCAM_LEFT,Navigation Camera - Left,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01491/ids/edr/browse/ncam/NLG_1491_0799295230_050ECM_N0730000NCAM00500_00_2I4J01_1200.jpg,2025-04-29,8,Perseverance,2021-02-18,2020-07-30,active
1314855,1491,38,NAVCAM_LEFT,Navigation Camera - Left,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01491/ids/edr/browse/ncam/NLG_1491_0799295221_163ECM_N0730000NCAM00500_00_2I4J01_1200.jpg,2025-04-29,8,Perseverance,2021-02-18,2020-07-30,active
1314856,1491,38,NAVCAM_LEFT,Navigation Camera - Left,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01491/ids/edr/browse/ncam/NLG_1491_0799295186_972ECM_N0730000NCAM00500_00_2I4J01_1200.jpg,2025-04-29,8,Perseverance,2021-02-18,2020-07-30,active
1314857,1491,38,NAVCAM_LEFT,Navigation Camera - Left,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01491/ids/edr/browse/ncam/NLG_1491_0799295182_272ECM_N0730000NCAM00500_00_2I4J01_1200.jpg,2025-04-29,8,Perseverance,2021-02-18,2020-07-30,active
1314858,1491,38,NAVCAM_LEFT,Navigation Camera - Left,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01491/ids/edr/browse/ncam/NLF_1491_0799295084_933ECM_N0730000NCAM00501_01_295J01_1200.jpg,2025-04-29,8,Perseverance,2021-02-18,2020-07-30,active
1314859,1491,38,NAVCAM_LEFT,Navigation Camera - Left,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01491/ids/edr/browse/ncam/NLF_1491_0799295000_987ECM_N0730000NCAM00501_01_295J01_1200.jpg,2025-04-29,8,Perseverance,2021-02-18,2020-07-30,active
1314860,1491,38,NAVCAM_LEFT,Navigation Camera - Left,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01491/ids/edr/browse/ncam/NLF_1491_0799294921_909ECM_N0730000NCAM00501_01_295J01_1200.jpg,2025-04-29,8,Perseverance,2021-02-18,2020-07-30,active
1314861,1491,38,NAVCAM_LEFT,Navigation Camera - Left,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01491/ids/edr/browse/ncam/NLF_1491_0799294858_909ECM_N0730000NCAM00501_01_295J01_1200.jpg,2025-04-29,8,Perseverance,2021-02-18,2020-07-30,active
1314838,1491,40,MCZ_RIGHT,Mast Camera Zoom - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01491/ids/edr/browse/zcam/ZR7_1491_0799294618_364EBY_N0730000ZCAM01002_1100LMJ01_1200.jpg,2025-04-29,8,Perseverance,2021-02-18,2020-07-30,active
1314843,1491,40,MCZ_RIGHT,Mast Camera Zoom - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01491/ids/edr/browse/zcam/ZR7_1491_0799294618_364ECM_N0730000ZCAM01002_1100LMJ01_1200.jpg,2025-04-29,8,Perseverance,2021-02-18,2020-07-30,active
1314864,1491,40,MCZ_RIGHT,Mast Camera Zoom - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01491/ids/edr/browse/zcam/ZR7_1491_0799294392_363EBY_N0730000ZCAM01002_1100LMJ04_1200.jpg,2025-04-29,8,Perseverance,2021-02-18,2020-07-30,active
1314865,1491,40,MCZ_RIGHT,Mast Camera Zoom - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01491/ids/edr/browse/zcam/ZR7_1491_0799294392_363ECM_N0730000ZCAM01002_1100LMJ04_1200.jpg,2025-04-29,8,Perseverance,2021-02-18,2020-07-30,active
1314839,1491,41,MCZ_LEFT,Mast Camera Zoom - Left,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01491/ids/edr/browse/zcam/ZL7_1491_0799294594_363EBY_N0730000ZCAM01002_1100LMJ01_1200.jpg,2025-04-29,8,Perseverance,2021-02-18,2020-07-30,active
1314844,1491,41,MCZ_LEFT,Mast Camera Zoom - Left,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01491/ids/edr/browse/zcam/ZL7_1491_0799294594_363ECM_N0730000ZCAM01002_1100LMJ01_1200.jpg,2025-04-29,8,Perseverance,2021-02-18,2020-07-30,active
1314862,1491,41,MCZ_LEFT,Mast Camera Zoom - Left,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01491/ids/edr/browse/zcam/ZL7_1491_0799294392_363EBY_N0730000ZCAM01002_1100LMJ04_1200.jpg,2025-04-29,8,Perseverance,2021-02-18,2020-07-30,active
1314863,1491,41,MCZ_LEFT,Mast Camera Zoom - Left,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01491/ids/edr/browse/zcam/ZL7_1491_0799294392_363ECM_N0730000ZCAM01002_1100LMJ04_1200.jpg,2025-04-29,8,Perseverance,2021-02-18,2020-07-30,active
